customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9253-QXKBE,Male,1,Yes,No,-0.13810258466923891,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.9832639335221732,0.16017283390073198,Yes
2080-GKCWQ,Male,0,No,No,-1.2435482263612667,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,0.3351935453581537,-0.9453209708610103,No
2519-ERQOJ,Male,1,No,No,0.02566714002587631,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,-0.34112606485404107,-0.2153875239701833,No
3074-GQWYX,Male,0,No,No,-1.1207209328399304,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.3667662052943496,-0.8542974592174919,Yes
7660-HDPJV,Female,0,No,No,-1.2844906575350454,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.14409586679696845,-0.981796654774469,Yes
4389-UEFCZ,Female,0,Yes,No,1.6224219558032498,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,1.3505038201484507,2.32103123276423,No
2856-NNASM,Male,1,No,No,0.43509145176366437,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,0.820415477009163,0.6917766536013004,Yes
8065-YKXKD,Female,0,No,No,-0.9160087769710362,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.32854666958211237,-0.6590387708909344,Yes
8207-VVMYB,Female,0,Yes,No,1.5405370934556921,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-1.2916293008279365,-0.12557913202093507,No
6365-MTGZX,Male,0,No,No,-0.34281474053813293,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.0347772207864925,-0.07454410486158379,Yes
9391-TTOYH,Female,0,No,No,-0.38375717171191176,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.5076527635492762,-0.8046101102645129,No
6682-VCIXC,Female,0,Yes,Yes,0.43509145176366437,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),-0.45246123410273165,-0.06166383610231888,No
6121-VZNQB,Female,0,No,No,-1.2844906575350454,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.5209465151013586,-1.0039339262955382,Yes
2359-KMGLI,Male,0,No,No,-0.34281474053813293,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.5113357534232461,-0.18984791730515727,Yes
8433-WPJTV,Female,1,Yes,Yes,1.335824937586798,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),1.2973288139401211,1.9777488725902035,No
1061-PNTHC,Female,0,Yes,Yes,0.9673430570227888,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,1.4867647735572957,1.6180292569155024,No
8580-AECUZ,Male,1,No,No,-1.2844906575350454,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.4731162177110088,-0.9774222238750959,Yes
1104-TNLZA,Male,1,Yes,No,-0.1790450158430177,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.3604741338125126,0.31232791270872023,No
1442-BQPVU,Female,0,No,No,-0.7931814834496999,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,-1.186941007355287,-0.8545625762416963,No
4277-PVRAN,Female,0,No,No,-0.9978936393185939,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.506350596591215,-0.7122168273292716,Yes
6077-BDPXA,Female,0,No,No,-1.2026057951874878,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.17566852673316438,-0.9265639413985475,No
5143-WMWOG,Male,0,No,No,-1.2844906575350454,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,-1.4926972930531834,-1.0035583438445819,Yes
6005-OBZPH,Female,1,No,No,-0.26092987819057534,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.8071217254570808,-0.005967167934039648,Yes
6894-LFHLY,Male,1,No,No,-1.2844906575350454,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.3617810484623185,-0.9789024605935706,Yes
2732-ISEZX,Female,0,No,No,-1.1207209328399304,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.4744183846690702,-0.96628730885851,No
1481-ZUWZA,Male,0,No,No,-0.1790450158430177,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.9849256524661834,0.16271353871602434,Yes
2782-LFZVW,Female,0,No,No,-0.8750663457972574,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,-0.19655651672514435,-0.7465494819637444,No
5293-WXJAK,Female,1,Yes,No,-0.8750663457972574,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.3023139707721518,-0.5114569607504724,Yes
8444-WRIDW,Female,1,No,No,1.3767673687605768,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.5179826291992874,1.2960667241045816,Yes
0621-TSSMU,Male,0,Yes,No,0.9673430570227888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),-1.4926972930531834,-0.5145058065288233,No
6925-BAYGL,Female,1,Yes,No,0.8445157635014524,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.3215402418201219,-0.44873469144077616,No
3237-AJGEH,Female,0,Yes,Yes,-1.2026057951874878,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,-1.1254574064269058,-0.9703745296483283,Yes
6904-JLBGY,Female,1,No,No,1.6224219558032498,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1.7443312098788932,2.715282340841557,No
9620-ENEJV,Female,0,No,No,-1.0797785016661514,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0.18896227828524653,-0.8206275971435302,No
5322-TEUJK,Female,0,Yes,Yes,1.5814795246294708,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),1.6529366679583264,2.56681680728708,No
9364-YKUVW,Male,0,No,No,-0.7112966211021422,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.4976824498852144,-0.8756614727512982,No
6463-MVYRY,Female,1,No,No,1.0082854881965677,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),0.16569821306910215,0.7563989282511284,No
6484-LATFU,Male,0,No,No,1.4586522311081345,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.3398191502042354,-0.2800318917053617,No
8718-PTMEZ,Female,0,No,No,-0.7931814834496999,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,-1.1237956874828956,-0.8589370071410692,Yes
7711-GQBZC,Female,0,Yes,Yes,1.5814795246294708,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.3348339933722042,-0.21236077127718284,No
8722-NGNBH,Male,0,No,No,-1.1207209328399304,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,-0.8263479965050505,-0.913639486468582,Yes
2432-TFSMK,Male,0,No,No,-0.5884693275808057,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),0.8220771959531732,-0.2908133173563416,No
1472-TNCWL,Male,0,No,Yes,0.14849443354721273,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.9915725282422247,0.5396657609640128,No
0014-BMAQU,Male,0,Yes,No,1.2539400752392404,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),0.6575670204961532,1.3638704030448625,No
2724-FJDYW,Male,0,No,Yes,0.2713217270685491,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),-0.33281747013398955,-0.043945181651323335,No
4693-VWVBO,Female,0,No,No,-1.2026057951874878,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,-1.505991044605266,-0.9853978276865788,No
0301-KOBTQ,Male,0,No,No,-0.015275291147902497,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-1.489373855165163,-0.7408715590286996,No
7044-YAACC,Male,1,Yes,No,-1.161663364013709,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.1773302456771746,-0.8884975553398624,No
8290-YWKHZ,Female,1,Yes,No,-0.015275291147902497,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.9417209599219155,0.28272317833922633,Yes
5908-QMGOE,Male,1,No,No,-0.7112966211021422,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.3102677611979991,-0.5113464953237206,Yes
4795-KTRTH,Female,1,Yes,No,-1.1207209328399304,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.5362615375834007,-0.8481555814900894,Yes
5057-RKGLH,Female,0,Yes,Yes,-0.956951208144815,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.4794035415011009,-0.9279337126902704,No
6341-JVQGF,Female,0,Yes,Yes,-0.056217722321681304,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,0.5412466944154318,0.11249595571463655,No
4065-JJAVA,Female,0,No,No,-1.2844906575350454,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,-0.5106213971430924,-0.9905013304025141,No
2018-QKYGT,Male,0,Yes,Yes,-1.2844906575350454,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.5379232565274109,-0.9765605935464314,No
7379-FNIUJ,Male,0,No,No,-1.2435482263612667,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,1.1743616120833584,-0.9246639360584158,No
1970-KKFWL,Female,0,No,No,0.10755200237343392,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.381362123804493,-0.6601655182438033,No
7311-MQJCH,Female,0,No,No,-1.1207209328399304,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,-1.505991044605266,-0.9683640588814448,No
5896-NPFWW,Male,0,Yes,Yes,-1.2026057951874878,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,-0.4890190508709584,-0.9380744388660894,Yes
8791-GFXLZ,Male,0,No,No,-0.8341239146234786,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),-0.5255768676391852,-0.7503273995586575,No
4979-HPRFL,Male,0,Yes,Yes,0.9673430570227888,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.3531129017563177,-0.39277290624829253,No
6181-AXXYF,Male,0,Yes,Yes,1.6224219558032498,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.333172274428194,-0.190908385401975,No
7908-QCBCA,Female,0,Yes,No,-1.2844906575350454,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.15074274257300976,-0.9817082824330673,Yes
6877-TJMBR,Male,0,Yes,No,-1.2844906575350454,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,0.6625521773281838,-0.9749036121451538,Yes
0975-UYDTX,Female,0,Yes,No,-0.26092987819057534,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0.8386943853932762,0.00945380564051765,No
4581-LNWUM,Female,0,No,No,-0.7931814834496999,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,-0.5222534297511645,-0.725428492368792,No
4957-TIALW,Female,0,No,Yes,-0.7112966211021422,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),0.024452102828226113,-0.566093160821934,No
4989-LIXVT,Male,1,No,No,1.4586522311081345,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,1.0314537828984722,1.8611415681109582,No
0886-QGENL,Female,1,Yes,No,-0.2199874470167965,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.2092577099075748,0.20471249396707486,Yes
2799-ARNLO,Female,1,Yes,No,-1.1207209328399304,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.14908102362899908,-0.8614335257856609,No
3027-YNWZU,Female,0,Yes,No,1.2948825064130192,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.3248636797081426,-0.3121110516340969,No
9578-VRMNM,Female,0,No,No,-0.6703541899283634,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.011158351276143943,-0.5513570728932381,Yes
8943-URTMR,Female,0,No,No,-1.2435482263612667,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,0.4913951260951226,-0.9449012022393535,Yes
7963-SHNDT,Female,0,No,No,0.8035733323276736,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,-0.856258937497236,-0.13655939544006832,No
8007-YYPWD,Female,0,No,No,-0.7112966211021422,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.3232019607641323,-0.8492823288429583,No
4567-AKPIA,Female,0,Yes,Yes,0.3532065894161068,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),1.4701475841171927,0.9557890235382047,No
6927-WTFIV,Male,1,No,No,-0.5065844652332482,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0.21388806244540112,-0.3985392015247387,Yes
5914-GXMDA,Female,0,Yes,No,-0.015275291147902497,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.5142996393253174,-0.7502611203026063,No
7767-UXAGJ,Male,0,No,No,-1.2844906575350454,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.47904873720689645,-0.9900815617808572,Yes
4827-DPADN,Female,0,Yes,Yes,1.6224219558032498,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.6127006090078747,1.6576642520340636,No
5788-YPOEG,Female,0,Yes,Yes,0.06660957119965512,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,0.6608904583841736,0.24227073906270144,No
7242-EDTYC,Male,0,No,Yes,0.47603388293744314,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.505991044605266,-0.6500689782386848,No
1676-MQAOA,Male,0,No,No,1.6224219558032498,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),0.3401787021901843,1.3455552352894071,No
5168-MSWXT,Male,0,Yes,Yes,-0.9978936393185939,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.9932342471862349,-0.6767574253419301,No
1976-AZZPJ,Male,0,Yes,No,-1.0388360704923727,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,-1.019107394010246,-0.8989917708812875,No
8711-LOBKY,Male,0,Yes,Yes,1.0901703505441251,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.496020730941204,-0.48733131154787,No
9057-SIHCH,Female,0,No,No,-1.2026057951874878,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.054717848114616,-0.8833940526239272,Yes
5229-DTFYB,Female,0,No,No,0.3532065894161068,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.1278334816510696,0.7370232923988552,No
6370-ZVHDV,Female,0,Yes,No,1.1720552128916828,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.3148933660440807,-0.3253227166736173,No
4818-DRBQT,Male,0,Yes,No,-0.13810258466923891,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.5080123155352256,-0.011446253100931093,Yes
2230-XTUWL,Female,0,Yes,Yes,0.6398036076325584,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.505991044605266,-0.6220549460144176,No
1066-JKSGK,Male,0,No,No,-1.2844906575350454,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4860504172771423,-1.0034699715031803,Yes
1852-QSWCD,Male,0,Yes,Yes,1.2948825064130192,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,-1.3315105554841837,-0.3430192780392626,No
6625-FLENO,Male,0,Yes,No,1.0492279193703464,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.4661097899490185,-0.48834759347398693,No
1766-GKNMI,Male,0,No,No,-0.13810258466923891,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6658756152162048,0.09943894227256865,No
6502-HCJTI,Male,1,Yes,No,-1.0388360704923727,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.9915725282422247,-0.7149563699127174,Yes
2323-ARSVR,Male,0,Yes,No,1.4177097999343558,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,1.5349546229335946,2.222518165186937,No
3164-AALRN,Male,0,No,No,-1.1207209328399304,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,0.17068336990113325,-0.8588707278850181,Yes
6064-ZATLR,Female,0,No,No,-0.2199874470167965,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),-0.39928622789440177,-0.3501774376927819,No
2636-OHFMN,Male,0,Yes,No,-1.161663364013709,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,-0.5421940570792882,-0.9235592817908973,Yes
7096-UCLNH,Male,0,No,No,-1.2844906575350454,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.489373855165163,-1.003514157673881,No
3097-PYWXL,Female,0,Yes,Yes,-1.161663364013709,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,-1.4926972930531834,-0.9757431493884678,No
4719-UMSIY,Male,0,No,Yes,-1.0797785016661514,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.5026676067172453,-0.9677896386623351,No
